,English Name,Korean Name,Ingredients,Type,Video,ingredients_parsed
1518,Korean style fried snapper with seasoning sauce,도미양념구이,"['black snapper', 'flour', 'garlic', 'green chili pepper', 'green onion', 'hot pepper flakes', 'kosher salt', 'red snapper', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', '']","['main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=jRNDKz_aUMw,"['black snapper', 'garlic', 'green chili pepper', 'green onion', 'red snapper', 'sesame seeds', 'toasted sesame oil', '']"
1519,Fish cake soup,어묵국,"['daikon radish', 'dried anchovies', 'dried kelp', 'fish cakes', 'garlic', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean radish', 'kosher salt', 'onion', 'sesame seeds', 'soy sauce', 'toasted sesame oil', '']","['main dish', 'non spicy', 'seafood', 'snack', 'soup', 'street food']",https://youtube.com/watch?v=0zeboswxMeQ,"['daikon radish', 'dried anchovies', 'dried kelp', 'fish cakes', 'garlic', 'green chili pepper', 'green onion', 'Korean radish', 'onion', 'sesame seeds', 'toasted sesame oil', '']"
1520,Braised saury,꽁치조림,"['daikon radish', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean radish', 'onion', 'red chili pepper', 'saury', 'soy sauce', 'sugar', '']","['main dish', 'seafood', 'side dish', 'spicy', 'stew']",https://youtube.com/watch?v=ijSaV_9vWlE,"['daikon radish', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'Korean radish', 'onion', 'red chili pepper', 'saury', '']"
1521,Squid soup,오징어국,"['fish sauce', 'garlic', 'green onion', 'hot pepper flakes', 'Korean radish', 'leeks', 'onion', 'soy sauce', 'squid', '']","['seafood', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=_tD_CaCsHgU,"['fish sauce', 'garlic', 'green onion', 'Korean radish', 'leeks', 'onion', 'squid', '']"
1522,Spicy whelks with noodles,골뱅이무침,"['canned whelks', 'carrot', 'cucumber', 'english cucumber', 'gochu-garu', 'gochujang', 'green chili pepper', 'green onion', 'honey', 'Korean pear', 'kosher salt', 'large green onion', 'onion', 'rice syrup', 'somyeon', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vinegar', '']","['anju', 'cold', 'main dish', 'noodle', 'one bowl meal', 'seafood', 'snack', 'spicy']",https://youtube.com/watch?v=VepFRZRRa4c,"['canned whelks', 'carrot', 'cucumber', 'english cucumber', 'gochu-garu', 'gochujang', 'green chili pepper', 'green onion', 'Korean pear', 'large green onion', 'onion', 'rice syrup', 'somyeon', 'toasted sesame oil', 'toasted sesame seeds', '']"
1523,Braised mackerel with radish,고등어무조림,"['daikon radish', 'ginger', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean radish', 'mackerel', 'onion', 'red chili pepper', 'soy sauce', 'sugar', '']","['seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=wp4tO6jO8Wo,"['daikon radish', 'ginger', 'green chili pepper', 'green onion', 'Korean radish', 'mackerel', 'onion', 'red chili pepper', '']"
1524,Pollock pancake,동태전,"['canola oil', 'eggs', 'flour', 'ground black pepper', 'kosher salt', 'pollock fillets', '']","['appetizer', 'easy', 'lunchbox', 'non spicy', 'pancake', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=hamzyhUXeMc,"['canola oil', 'eggs', 'pollock fillets', '']"
1525,Tuna pancake,참치전,"['canned tuna', 'canola oil', 'eggs', 'flour', 'garlic', 'ground black pepper', 'kosher salt', 'onion', 'toasted sesame oil', '']","['easy', 'lunchbox', 'non spicy', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=-tymold77XQ,"['canned tuna', 'canola oil', 'eggs', 'garlic', 'onion', 'toasted sesame oil', '']"
1526,Raw fish platter,회,"['carrot', 'doenjang', 'flour', 'fresh fish', 'green chili pepper', 'green onion', 'honey', 'kosher salt', 'lettuce', 'lime', 'rice', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vegetable oil', 'vinegar', 'wasabi powder', '']","['cold', 'easy', 'main dish', 'non spicy', 'seafood', 'spicy']",https://youtube.com/watch?v=n84LxhhJIGs,"['carrot', 'doenjang', 'fresh fish', 'green chili pepper', 'green onion', 'lettuce', 'lime', 'rice', 'sesame seeds', 'toasted sesame oil', 'wasabi powder', '']"
1527,Mugwort soup,쑥국,"['clams', 'doenjang', 'flour', 'garlic', 'green chili pepper', 'mugwort', 'onion', 'perilla seeds powder', 'red chili pepper', '']","['non spicy', 'seafood', 'side dish', 'soup']",https://youtube.com/watch?v=ekLdiKTFIT8,"['clams', 'doenjang', 'garlic', 'green chili pepper', 'mugwort', 'onion', 'perilla seeds powder', 'red chili pepper', '']"
1528,Spicy raw fish soup,물회,"['fresh fish', 'garlic', 'gochujang', 'green chili pepper', 'hot pepper flakes', 'kosher salt', 'lettuce', 'onion', 'sesame seeds', 'sugar', 'thin noodles', 'toasted sesame oil', 'tomato', 'vinegar', 'water', '']","['cold', 'main dish', 'noodle', 'seafood', 'side dish', 'soup']",https://youtube.com/watch?v=VxxQkvR7r3s,"['fresh fish', 'garlic', 'gochujang', 'green chili pepper', 'lettuce', 'onion', 'sesame seeds', 'thin noodles', 'toasted sesame oil', 'tomato', '']"
1529,Fermented squid side dish,오징어젓,"['corn syrup', 'fish sauce', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'hot pepper flakes', 'kosher salt', 'red chili pepper', 'rice syrup', 'squid', 'toasted sesame oil', 'toasted sesame seeds', '']","['cold', 'fermented', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=gnmN_0Jg_F0,"['corn syrup', 'fish sauce', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'red chili pepper', 'rice syrup', 'squid', 'toasted sesame oil', 'toasted sesame seeds', '']"
1530,Grilled mackerel,고등어구이,"['flour', 'kosher salt', 'mackerel', 'vegetable oil', '']","['easy', 'non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=ZMYtYwjLQCE,"['mackerel', '']"
1531,Dried pollock soup,북어국,"['daikon radish', 'dried shredded pollock', 'eggs', 'fish sauce', 'garlic', 'green onion', 'Korean radish', 'kosher salt', 'toasted sesame oil', 'water', '']","['non spicy', 'seafood', 'side dish', 'soup']",https://youtube.com/watch?v=2qLRSaQYO6k,"['daikon radish', 'dried shredded pollock', 'eggs', 'fish sauce', 'garlic', 'green onion', 'Korean radish', 'toasted sesame oil', '']"
1532,Sautéed sea plant,미역줄기볶음,"['corn syrup', 'crabmeat', 'garlic', 'honey', 'onion', 'sea plant stems', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', '']","['non spicy', 'seafood', 'side dish', 'vegetarian']",https://youtube.com/watch?v=FdJOZaQaCEk,"['corn syrup', 'crabmeat', 'garlic', 'onion', 'sea plant stems', 'sesame seeds', 'toasted sesame oil', '']"
1533,Seasoned dried shredded squid,오징어채무침,"['corn syrup', 'dried shredded squid', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']","['anju', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=hK2pNakR8eg,"['corn syrup', 'dried shredded squid', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
1534,Triangle gimbap with tuna ,삼각김밥,"['canned tuna', 'garlic', 'gochujang', 'ground black pepper', 'kim for samgak kimbap', 'kimchi', 'kosher salt', 'rice', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vinegar', 'white sugar', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'rice', 'seafood', 'snack']",https://youtube.com/watch?v=Dy8rQ6nQ954,"['canned tuna', 'garlic', 'gochujang', 'kim for samgak kimbap', 'kimchi', 'rice', 'sesame seeds', 'toasted sesame oil', 'white sugar', '']"
1535,Spicy stir-fried fish cakes,어묵볶음,"['carrot', 'corn syrup', 'fish cakes', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'vegetable oil', 'white sugar', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=m4E4xtHqQUM,"['carrot', 'corn syrup', 'fish cakes', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'white sugar', '']"
1536,Abalone porridge,전복죽,"['abalones', 'carrot', 'eggs', 'fish sauce', 'garlic', 'gim', 'green onion', 'rice', 'toasted sesame oil', 'water', '']","['main dish', 'non spicy', 'one bowl meal', 'porridge', 'seafood']",https://youtube.com/watch?v=C-wzQwyR2Mo,"['abalones', 'carrot', 'eggs', 'fish sauce', 'garlic', 'gim', 'green onion', 'rice', 'toasted sesame oil', '']"
1537,Spicy mixed-up seafood noodle soup,짬뽕,"['beef', 'bok choy', 'cabbage', 'carrot', 'clams', 'dried anchovies', 'dried kelp', 'fish sauce', 'garlic', 'ginger', 'hot pepper flakes', 'jjajangmyeon noodles', 'kosher salt', 'large green onion', 'leek', 'mussels', 'onion', 'pork', 'shrimp', 'squid', 'toasted sesame oil', 'vegetable oil', '']","['beef', 'Korean Chinese', 'main dish', 'noodle', 'one bowl meal', 'pork', 'seafood', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=7txoB9qnKWs,"['beef', 'bok choy', 'cabbage', 'carrot', 'clams', 'dried anchovies', 'dried kelp', 'fish sauce', 'garlic', 'ginger', 'jjajangmyeon noodles', 'large green onion', 'leek', 'mussels', 'onion', 'pork', 'shrimp', 'squid', 'toasted sesame oil', '']"
1538,Spicy fish stew,매운탕,"['black sea bass', 'cooking wine', 'daepa', 'doenjang', 'edible chrysanthemum', 'fish sauce', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'Korean radish', 'large green onion', 'mirim', 'red chili pepper', 'soy sauce', 'water', '']","['main dish', 'seafood', 'side dish', 'soup', 'spicy', 'stew']",https://youtube.com/watch?v=vNE0KT8-P4o,"['black sea bass', 'cooking wine', 'daepa', 'doenjang', 'edible chrysanthemum', 'fish sauce', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'Korean radish', 'large green onion', 'mirim', 'red chili pepper', '']"
1539,Raw fish with rice and vegetables,회덮밥,"['carrot', 'cucumber', 'flounder', 'fresh fish', 'garlic', 'gim', 'gochujang', 'green chili pepper', 'green onion', 'lettuce', 'onion', 'red chili pepper', 'rice', 'sail fish', 'salmon', 'sesame seeds', 'snapper', 'soy sauce', 'sugar', 'toasted sesame oil', 'tomato', 'tuna', 'vinegar', '']","['main dish', 'one bowl meal', 'rice', 'seafood', 'spicy']",https://youtube.com/watch?v=Vc7l8ZpIQ-s,"['carrot', 'cucumber', 'flounder', 'fresh fish', 'garlic', 'gim', 'gochujang', 'green chili pepper', 'green onion', 'lettuce', 'onion', 'red chili pepper', 'rice', 'sail fish', 'salmon', 'sesame seeds', 'snapper', 'toasted sesame oil', 'tomato', 'tuna', '']"
1540,Stir-fried dried anchovies and peanuts ,멸치땅콩볶음,"['almonds', 'brown sugar', 'dried anchovies', 'garlic', 'peanuts', 'rice syrup', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', 'walnuts', 'water', 'white sugar', '']","['easy', 'non spicy', 'preserved side dish', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=y1mj-q21AP8,"['almonds', 'brown sugar', 'dried anchovies', 'garlic', 'peanuts', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'walnuts', 'white sugar', '']"
1541,Spicy soft tofu stew with seafood,해물 순두부찌개,"['anchovy kelp stock', 'eggs', 'fish sauce', 'garlic', 'ground black pepper', 'hot pepper flakes', 'king oyster mushrooms', 'large green onion', 'mussels', 'onion', 'oysters', 'shrimp', 'soft tofu', 'toasted sesame oil', 'vegetable oil', '']","['main dish', 'seafood', 'side dish', 'spicy', 'stew', 'sundubu-jjigae']",https://youtube.com/watch?v=Mg9zeD01kEw,"['anchovy kelp stock', 'eggs', 'fish sauce', 'garlic', 'king oyster mushrooms', 'large green onion', 'mussels', 'onion', 'oysters', 'shrimp', 'soft tofu', 'toasted sesame oil', '']"
1542,Fried dried squid,오징어튀김,"['baking powder', 'dried squid', 'eggs', 'flour', 'hot pepper flakes', 'kosher salt', 'potato starch', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'non spicy', 'preserved side dish', 'seafood', 'snack', 'street food']",https://youtube.com/watch?v=enO3JvFwzTE,"['baking powder', 'dried squid', 'eggs', 'potato starch', 'toasted sesame seeds', '']"
1543,Chive pancake,부추전,"['Asian chives', 'fish sauce', 'flour', 'onion', 'vegetable oil', 'water', '']","['non spicy', 'pancake', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=X4spgeevWCw,"['Asian chives', 'fish sauce', 'onion', '']"
1544,Sweet & sour seaweed salad,미역무침,"['garlic', 'green onion', 'honey', 'ice cubes', 'kosher salt', 'miyeok', 'onion', 'sesame seeds', 'shaved ice', 'soy sauce', 'sugar', 'vinegar', '']","['cold', 'non spicy', 'seafood', 'side dish', 'vegetarian']",https://youtube.com/watch?v=vhrBlvmpJTY,"['garlic', 'green onion', 'ice cubes', 'miyeok', 'onion', 'sesame seeds', 'shaved ice', '']"
1545,Tuna gimbap,참치김밥,"['avocado', 'canned tuna', 'crabmeat', 'garlic', 'gim', 'ground black pepper', 'kim', 'rice', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'yellow pickled radish', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'one bowl meal', 'rice', 'seafood']",https://youtube.com/watch?v=UAZoHvZe0Eg,"['avocado', 'canned tuna', 'crabmeat', 'garlic', 'gim', 'kim', 'rice', 'sesame seeds', 'toasted sesame oil', 'yellow pickled radish', '']"
1546,Vegetable pancake,야채전,"['baby portobello mushrooms', 'flour', 'green chili pepper', 'green onion', 'hot pepper flakes', 'kosher salt', 'leek', 'onion', 'shiitake mushrooms', 'shrimp', 'soy sauce', 'sweet potato', 'toasted sesame seeds', 'vegetable oil', 'water', 'white mushrooms', 'white vinegar', 'zucchini', '']","['non spicy', 'pancake', 'seafood', 'snack']",https://youtube.com/watch?v=knxgR5esJu4,"['baby portobello mushrooms', 'green chili pepper', 'green onion', 'leek', 'onion', 'shiitake mushrooms', 'shrimp', 'sweet potato', 'toasted sesame seeds', 'white mushrooms', 'white vinegar', 'zucchini', '']"
1547,Breaded cod fillets,대구전,"['cod fillets', 'eggs', 'flour', 'garlic', 'ground black pepper', 'kosher salt', 'oilive oil', 'olive oil', 'red chili pepper', 'soy sauce', 'vinegar', '']","['appetizer', 'non spicy', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=OO3O8vwUm1Q,"['cod fillets', 'eggs', 'garlic', 'oilive oil', 'olive oil', 'red chili pepper', '']"
1548,Spicy stir fried squid,오징어볶음,"['carrot', 'garlic', 'green chili pepper', 'green onion', 'hot pepper flakes', 'onion', 'potato starch', 'soy sauce', 'squid', 'sugar', 'vegetable oil', '']","['easy', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=--SjTRJyp4w,"['carrot', 'garlic', 'green chili pepper', 'green onion', 'onion', 'potato starch', 'squid', '']"
1549,Blackbean sauce over rice,짜장밥,"['cabbage', 'chunjang', 'cooking oil', 'onion', 'pork belly', 'pork shoulder', 'potato starch', 'rice', 'toasted sesame oil', '']","['easy', 'main dish', 'non spicy', 'one bowl meal', 'pork', 'rice']",https://youtube.com/watch?v=jQwEoAkoQWw,"['cabbage', 'chunjang', 'cooking oil', 'onion', 'pork belly', 'pork shoulder', 'potato starch', 'rice', 'toasted sesame oil', '']"
1550,Dumplings,만두,"['buchu (Asian chives)', 'cooking oil', 'garlic', 'ginger', 'green onion', 'ground black pepper', 'kosher salt', 'mandu skins', 'mung bean sprouts', 'onion', 'pork belly', 'pork shoulder', 'soy sauce', 'sweet potato starch noodles', 'toasted sesame oil', 'tofu', 'zucchini', '']","['main dish', 'mandu', 'non spicy', 'one bowl meal', 'pork', 'snack']",https://youtube.com/watch?v=T-QjisxwM90,"['buchu (Asian chives)', 'cooking oil', 'garlic', 'ginger', 'green onion', 'mandu skins', 'mung bean sprouts', 'onion', 'pork belly', 'pork shoulder', 'sweet potato starch noodles', 'toasted sesame oil', 'tofu', 'zucchini', '']"
1551,Kimchi pork ribs,등갈비김치찜,"['fermented kimchi', 'garlic', 'ginger', 'gochujang', 'green onion', 'ground black pepper', 'hot pepper flakes', 'onion', 'pork back ribs', 'rice syrup', 'soy sauce', 'toasted sesame oil', '']","['main dish', 'pork', 'spicy']",https://youtube.com/watch?v=WrZmhbJFxx0,"['fermented kimchi', 'garlic', 'ginger', 'gochujang', 'green onion', 'onion', 'pork back ribs', 'rice syrup', 'toasted sesame oil', '']"
1552,Spicy pork and vegetables over rice,제육덮밥,"['cabbage', 'carrot', 'eggs', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'onion', 'pork belly', 'pork shoulder', 'potato starch', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'water', '']","['easy', 'main dish', 'one bowl meal', 'pork', 'spicy']",https://youtube.com/watch?v=I0YNxChmInk,"['cabbage', 'carrot', 'eggs', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'pork belly', 'pork shoulder', 'potato starch', 'toasted sesame oil', 'toasted sesame seeds', '']"
1553,Noodles & black bean sauce platter,쟁반짜장면,"['cabbage', 'chunjang', 'cooking oil', 'jjajangmyeon noodles', 'onion', 'pork belly', 'pork shoulder', 'potato', 'potato starch', 'shrimp', 'squid', 'sugar', 'toasted sesame oil', 'vegetable oil', 'zucchini', '']","['beef', 'main dish', 'non spicy', 'noodle', 'one bowl meal', 'pork']",https://youtube.com/watch?v=R1PurX2vHPo,"['cabbage', 'chunjang', 'cooking oil', 'jjajangmyeon noodles', 'onion', 'pork belly', 'pork shoulder', 'potato', 'potato starch', 'shrimp', 'squid', 'toasted sesame oil', 'zucchini', '']"
1554,Stir-fried noodles and vegetables,잡채,"['beef', 'brown sugar', 'bunch spinach', 'carrot', 'chicken', 'eggs', 'garlic', 'ground black pepper', 'king oyster mushrooms', 'kosher salt', 'onion', 'pork belly', 'soy sauce', 'sweet potato starch noodles', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'white sugar', 'wood ear mushrooms', '']","['beef', 'chicken', 'easy', 'main dish', 'non spicy', 'noodle', 'pork', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=OjqcuwneIFg,"['beef', 'brown sugar', 'bunch spinach', 'carrot', 'chicken', 'eggs', 'garlic', 'king oyster mushrooms', 'onion', 'pork belly', 'sweet potato starch noodles', 'toasted sesame oil', 'toasted sesame seeds', 'white sugar', 'wood ear mushrooms', '']"
1555,Korean-style mapo tofu,마파두부,"['beef', 'beef broth', 'chicken', 'chicken broth', 'garlic', 'ginger', 'gochujang', 'green bell pepper', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'onion', 'pork shoulder', 'potato starch', 'soy sauce', 'toasted sesame oil', 'tofu', 'vegetable oil', 'vegetable stock', '']","['beef', 'chicken', 'Korean Chinese', 'main dish', 'pork', 'side dish', 'spicy', 'stew', 'vegetarian']",https://youtube.com/watch?v=wj24Tb8Lmtc,"['beef', 'beef broth', 'chicken', 'chicken broth', 'garlic', 'ginger', 'gochujang', 'green bell pepper', 'green chili pepper', 'green onion', 'onion', 'pork shoulder', 'potato starch', 'toasted sesame oil', 'tofu', 'vegetable stock', '']"
