,English Name,Korean Name,Ingredients,Type,Video,ingredients_parsed
899,Three color sandwich,삼색샌드위치,"['eggs', 'english cucumber', 'ground black pepper', 'ham', 'kosher salt', 'mayonnaise', 'mustard', 'white bread', '']","['bakery', 'easy', 'lunchbox', 'non spicy']",https://youtube.com/watch?v=KjxnjUfxevI,"['eggs', 'english cucumber', 'ham', 'mayonnaise', 'mustard', 'white bread', '']"
900,Braised lotus roots,연근조림,"['apple vinegar', 'cider vinegar', 'garlic', 'lotus roots', 'rice syrup', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'vinegar', '']","['appetizer', 'lunchbox', 'non spicy', 'preserved side dish', 'side dish', 'vegetarian']",https://youtube.com/watch?v=ebQlQ1_vSYc,"['apple vinegar', 'cider vinegar', 'garlic', 'lotus roots', 'rice syrup', 'toasted sesame oil', 'toasted sesame seeds', '']"
901,Omurice,오므라이스,"['butter', 'carrot', 'celery', 'cheddar cheese', 'eggs', 'garlic', 'green bell pepper', 'green chili pepper', 'ground black pepper', 'ketchup', 'kosher salt', 'onion', 'red bell pepper', 'rice', 'smoked sausage', 'vegetable oil', 'white mushrooms', '']","['lunchbox', 'rice', 'snack']",https://youtube.com/watch?v=Ut-A0fih2io,"['butter', 'carrot', 'celery', 'cheddar cheese', 'eggs', 'garlic', 'green bell pepper', 'green chili pepper', 'ketchup', 'onion', 'red bell pepper', 'rice', 'smoked sausage', 'white mushrooms', '']"
902,Braised octopus,문어조림,"['garlic', 'hot pepper flakes', 'octopus', 'rice syrup', 'soy sauce', 'sugar', 'vegetable oil', '']","['anju', 'easy', 'lunchbox', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=BFWEJvtS0tY,"['garlic', 'octopus', 'rice syrup', '']"
903,Pan-fried meat and tofu patties,완자전,"['carrot', 'dill', 'egg yolk', 'eggs', 'flour', 'garlic', 'grape seed oil', 'green onion', 'ground beef', 'ground black pepper', 'kosher salt', 'onion', 'soy sauce', 'toasted sesame oil', 'tofu', 'vegetable oil', '']","['beef', 'easy', 'lunchbox', 'non spicy', 'pancake', 'side dish']",https://youtube.com/watch?v=elcH2ebWXLQ,"['carrot', 'dill', 'egg yolk', 'eggs', 'garlic', 'grape seed oil', 'green onion', 'ground beef', 'onion', 'toasted sesame oil', 'tofu', '']"
904,Spicy braised tofu,두부조림,"['cooking oil', 'garlic', 'green onion', 'hot pepper flakes', 'kosher salt', 'onion', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', 'tofu', 'water', '']","['easy', 'lunchbox', 'preserved side dish', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=ob2CYmTx9PM,"['cooking oil', 'garlic', 'green onion', 'onion', 'toasted sesame oil', 'toasted sesame seeds', 'tofu', '']"
905,Beef pancakes,쇠고기전,"['corn oil', 'eggs', 'flour', 'garlic', 'grape seed oil', 'ground black pepper', 'kosher salt', 'rice flour', 'sirloin steak', 'skirt steak', 'toasted sesame oil', 'vegetable oil', '']","['beef', 'easy', 'lunchbox', 'non spicy', 'pancake', 'side dish']",https://youtube.com/watch?v=Pr6fpcaXOhA,"['corn oil', 'eggs', 'garlic', 'grape seed oil', 'rice flour', 'sirloin steak', 'skirt steak', 'toasted sesame oil', '']"
906,Rice balls in seaweed flakes,김가루 주먹밥,"['broccoli', 'eggs', 'gim', 'kosher salt', 'lettuce', 'rice', 'sesame seeds', 'toasted sesame oil', 'tomatoes', 'Vienna sausages', 'yellow pickled radish', '']","['easy', 'lunchbox', 'rice', 'snack']",https://youtube.com/watch?v=mYObH4uH9u4,"['broccoli', 'eggs', 'gim', 'lettuce', 'rice', 'sesame seeds', 'toasted sesame oil', 'tomatoes', 'Vienna sausages', 'yellow pickled radish', '']"
907,Shrimp Pancakes,새우전,"['corn oil', 'eggs', 'flour', 'grape seed oil', 'green onion', 'ground black pepper', 'ground white pepper', 'kosher salt', 'mustard powder', 'shrimp', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'lunchbox', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=jLN3vM7l9Hk,"['corn oil', 'eggs', 'grape seed oil', 'green onion', 'ground white pepper', 'mustard powder', 'shrimp', 'toasted sesame seeds', '']"
908,Yellow pickled radish,단무지,"['daikon radish', 'gardenia fruits', 'kosher salt', 'rice bran', 'sugar', 'Turbinado sugar', 'vinegar', '']","['fermented', 'lunchbox', 'non spicy', 'pickle', 'preserved side dish', 'side dish', 'staple ingredient', 'vegetarian']",https://youtube.com/watch?v=1Pzd5op36fk,"['daikon radish', 'gardenia fruits', 'rice bran', 'Turbinado sugar', '']"
909,Lobster gimbap,랍스터 김밥,"['carrot', 'cucumber', 'english cucumber', 'gim', 'kosher salt', 'lobster', 'rice', 'toasted sesame oil', 'toasted sesame seeds', 'yellow pickled radish', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'rice', 'seafood']",https://youtube.com/watch?v=-Zf--SCa1_0,"['carrot', 'cucumber', 'english cucumber', 'gim', 'lobster', 'rice', 'toasted sesame oil', 'toasted sesame seeds', 'yellow pickled radish', '']"
910,Potato salad,감자샐러드,"['eggs', 'english cucumber', 'ground black pepper', 'kosher salt', 'mayonnaise', 'potatoes', 'rice syrup', 'white ground pepper', '']","['appetizer', 'cold', 'easy', 'lunchbox', 'non spicy', 'side dish', 'snack']",https://youtube.com/watch?v=KF5ykCgn41Q,"['eggs', 'english cucumber', 'mayonnaise', 'potatoes', 'rice syrup', 'white ground pepper', '']"
911,Classic gimbap,김밥,"['carrot', 'eggs', 'garlic', 'gim', 'ground beef', 'kosher salt', 'rice', 'skirt steak', 'soy sauce', 'spinach', 'sugar', 'toasted sesame oil', 'vegetable oil', 'yellow pickled radish', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'rice', 'snack']",https://youtube.com/watch?v=Y-Y9CXGRJPU,"['carrot', 'eggs', 'garlic', 'gim', 'ground beef', 'rice', 'skirt steak', 'spinach', 'toasted sesame oil', 'yellow pickled radish', '']"
912,Roasted seaweed sheets,김구이,"['gim', 'kosher salt', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'non spicy', 'preserved side dish', 'seafood', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=EWK0AIPrVSc,"['gim', 'toasted sesame oil', '']"
913,Seasoned dried anchovies,멸치무침,"['apple vinegar', 'cider vinegar', 'dried anchovies', 'garlic', 'green onion', 'hot pepper flakes', 'rice syrup', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vinegar', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=yLmPDCWbGnU,"['apple vinegar', 'cider vinegar', 'dried anchovies', 'garlic', 'green onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
914,Fried Gochujang,약고추장,"['beef flank', 'beef tenderloin', 'garlic', 'gochujang', 'ground black pepper', 'honey', 'pine nuts', 'shiitake mushrooms', 'toasted sesame oil', 'water', '']","['beef', 'easy', 'lunchbox', 'preserved side dish', 'side dish', 'snack', 'spicy', 'vegetarian']",https://youtube.com/watch?v=yRPJtXCYQ7E,"['beef flank', 'beef tenderloin', 'garlic', 'gochujang', 'pine nuts', 'shiitake mushrooms', 'toasted sesame oil', '']"
915,Fried rice,볶음밥,"['beef', 'carrot', 'cheddar cheese', 'cheese', 'eggs', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'ham', 'kimchi', 'mozzarella cheese', 'Oaxacan cheese', 'onion', 'oyster sauce', 'red bell pepper', 'rice', 'toasted sesame oil', 'vegetable oil', 'white mushrooms', 'yellow bell pepper', 'zucchini', '']","['beef', 'lunchbox', 'main dish', 'non spicy', 'rice']",https://youtube.com/watch?v=ls6pAFqtM1E,"['beef', 'carrot', 'cheddar cheese', 'cheese', 'eggs', 'garlic', 'green chili pepper', 'green onion', 'ham', 'kimchi', 'mozzarella cheese', 'Oaxacan cheese', 'onion', 'oyster sauce', 'red bell pepper', 'rice', 'toasted sesame oil', 'white mushrooms', 'yellow bell pepper', 'zucchini', '']"
916,Seasoned dried radish strips,무말랭이무침,"['dried radish strips', 'fish sauce', 'garlic', 'green onion', 'hot pepper flakes', 'rice syrup', 'sesame seeds', 'vegetable oil', '']","['cold', 'easy', 'lunchbox', 'preserved side dish', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=MZmW3NQYHwQ,"['dried radish strips', 'fish sauce', 'garlic', 'green onion', 'rice syrup', 'sesame seeds', '']"
917,Steamed shishito peppers,꽈리고추찜,"['dried anchovies', 'flour', 'garlic', 'hot pepper flakes', 'onion', 'rice flour', 'shishito peppers', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'water', '']","['easy', 'lunchbox', 'preserved side dish', 'side dish', 'spicy']",https://youtube.com/watch?v=7_Gz6kAmX8Y,"['dried anchovies', 'garlic', 'onion', 'rice flour', 'shishito peppers', 'toasted sesame oil', 'toasted sesame seeds', '']"
918,Seasoned seaweed,돌자반무침,"['dried laver', 'green onion', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'water', '']","['easy', 'lunchbox', 'non spicy', 'preserved side dish', 'side dish', 'vegetarian']",https://youtube.com/watch?v=9HJmNN_Rixg,"['dried laver', 'green onion', 'sesame seeds', 'toasted sesame oil', '']"
919,Pollock pancake,동태전,"['canola oil', 'eggs', 'flour', 'ground black pepper', 'kosher salt', 'pollock fillets', '']","['appetizer', 'easy', 'lunchbox', 'non spicy', 'pancake', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=hamzyhUXeMc,"['canola oil', 'eggs', 'pollock fillets', '']"
920,Tuna pancake,참치전,"['canned tuna', 'canola oil', 'eggs', 'flour', 'garlic', 'ground black pepper', 'kosher salt', 'onion', 'toasted sesame oil', '']","['easy', 'lunchbox', 'non spicy', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=-tymold77XQ,"['canned tuna', 'canola oil', 'eggs', 'garlic', 'onion', 'toasted sesame oil', '']"
921,Green chili pepper pancake,고추전,"['chicken breast', 'fish sauce', 'flour', 'garlic', 'green chili pepper', 'kosher salt', 'onion', 'vegetable oil', 'water', '']","['easy', 'lunchbox', 'pancake', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=T0JAebTQ5gs,"['chicken breast', 'fish sauce', 'garlic', 'green chili pepper', 'onion', '']"
922,Fried tofu stuffed with rice,유부초밥,"['black olives', 'carrot', 'cucumber', 'kosher salt', 'rice', 'vegetable oil', 'yellow pickled radish', 'yubuchobap kit', '']","['easy', 'lunchbox', 'main dish', 'non spicy', 'rice', 'snack', 'vegetarian']",https://youtube.com/watch?v=PVOUSVuOO8A,"['black olives', 'carrot', 'cucumber', 'rice', 'yellow pickled radish', 'yubuchobap kit', '']"
923,Grandma-style kimchi pancake,김치전,"['flour', 'kimchi', 'kosher salt', 'onion', 'sugar', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'pancake', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=sJzhriY1C70,"['kimchi', 'onion', '']"
924,Seasoned dried shredded squid,오징어채무침,"['corn syrup', 'dried shredded squid', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']","['anju', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=hK2pNakR8eg,"['corn syrup', 'dried shredded squid', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
925,Pan fried tofu in soy sauce,두부간장조림,"['black sesame seeds', 'corn syrup', 'garlic', 'soy sauce', 'tofu', '']","['lunchbox', 'non spicy']",https://youtube.com/watch?v=J64UnMsgq_0,"['black sesame seeds', 'corn syrup', 'garlic', 'tofu', '']"
926,Pan fried tofu with spicy sauce,두부부침양념장,"['garlic', 'green onion', 'hot pepper flakes', 'onion', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'tofu', '']","['appetizer', 'lunchbox', 'non spicy', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=J64UnMsgq_0,"['garlic', 'green onion', 'onion', 'sesame seeds', 'toasted sesame oil', 'tofu', '']"
927,Braised beef with eggs & peppers in soy sauce ,장조림,"['dried kelp', 'eggs', 'flank steak', 'garlic', 'green chili pepper', 'honey', 'shishito peppers', 'soy sauce', 'water', '']","['beef', 'lunchbox', 'preserved side dish', 'side dish', 'spicy']",https://youtube.com/watch?v=_TpmH0XF_dE,"['dried kelp', 'eggs', 'flank steak', 'garlic', 'green chili pepper', 'shishito peppers', '']"
928,Triangle gimbap with tuna ,삼각김밥,"['canned tuna', 'garlic', 'gochujang', 'ground black pepper', 'kim for samgak kimbap', 'kimchi', 'kosher salt', 'rice', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vinegar', 'white sugar', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'rice', 'seafood', 'snack']",https://youtube.com/watch?v=Dy8rQ6nQ954,"['canned tuna', 'garlic', 'gochujang', 'kim for samgak kimbap', 'kimchi', 'rice', 'sesame seeds', 'toasted sesame oil', 'white sugar', '']"
929,Broccoli pickles,"브로콜리 피클, 브로콜리 장아찌","['broccoli', 'kosher salt', 'sugar', 'vinegar', 'water', '']","['cold', 'easy', 'lunchbox', 'non spicy', 'preserved side dish', 'side dish', 'vegetarian']",https://youtube.com/watch?v=jCPnPCQzgR8,"['broccoli', '']"
930,Spicy stir-fried fish cakes,어묵볶음,"['carrot', 'corn syrup', 'fish cakes', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'vegetable oil', 'white sugar', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=m4E4xtHqQUM,"['carrot', 'corn syrup', 'fish cakes', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'white sugar', '']"
931,Rolled omelette,계란말이,"['carrot', 'eggs', 'green bell pepper', 'ground black pepper', 'kosher salt', 'onion', 'red bell pepper', 'vegetable oil', '']","['easy', 'lunchbox', 'non spicy', 'side dish']",https://youtube.com/watch?v=kN89ewZjOR8,"['carrot', 'eggs', 'green bell pepper', 'onion', 'red bell pepper', '']"
932,Tuna gimbap,참치김밥,"['avocado', 'canned tuna', 'crabmeat', 'garlic', 'gim', 'ground black pepper', 'kim', 'rice', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'yellow pickled radish', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'one bowl meal', 'rice', 'seafood']",https://youtube.com/watch?v=UAZoHvZe0Eg,"['avocado', 'canned tuna', 'crabmeat', 'garlic', 'gim', 'kim', 'rice', 'sesame seeds', 'toasted sesame oil', 'yellow pickled radish', '']"
933,Stir-fried green chili peppers,고추볶음,"['cooking oil', 'flour', 'garlic', 'onion', 'shishito peppers', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', '']","['appetizer', 'easy', 'non spicy', 'side dish', 'vegetarian']",https://youtube.com/watch?v=rSFLnalz_bA,"['cooking oil', 'garlic', 'onion', 'shishito peppers', 'toasted sesame oil', 'toasted sesame seeds', '']"
934,Braised beef in soy sauce,장조림,"['flank steak', 'garlic', 'green chili pepper', 'jalapeno pepper', 'onion', 'serrano pepper', 'soy sauce', 'water', '']","['appetizer', 'beef', 'lunchbox', 'non spicy', 'preserved side dish', 'side dish']",https://youtube.com/watch?v=mz98rHLxtiM,"['flank steak', 'garlic', 'green chili pepper', 'jalapeno pepper', 'onion', 'serrano pepper', '']"
935,Spicy cod fillets,대구살조림,"['all-purpose wheat flour', 'cod fillets', 'dried kelp', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'onion', 'potato starch', 'soy sauce', 'water', '']","['appetizer', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=pdp5PLcVTow,"['all-purpose wheat flour', 'cod fillets', 'dried kelp', 'garlic', 'green chili pepper', 'green onion', 'onion', 'potato starch', '']"
936,Rice cooked in eggshells,계란껍질밥,"['dalgyal-kkeopjilbap', 'eggs', 'eggshell rice', '계란껍질밥', '달걀껍질밥', 'Gyeran kkeopjilbap', 'Korean fun cooking', 'Maangchi eggshell rice', 'rice cooked in eggshells', 'short grain rice', '']","['appetizer', 'easy', 'non spicy', 'snack']",https://youtube.com/watch?v=bqFiPexTHNY,"['dalgyal-kkeopjilbap', 'eggs', 'eggshell rice', '계란껍질밥', '달걀껍질밥', 'Gyeran kkeopjilbap', 'Korean fun cooking', 'Maangchi eggshell rice', 'rice cooked in eggshells', 'short grain rice', '']"
937,Seafood green onion pancake,해물파전,"['all-purpose wheat flour', 'anchovy kelp stock', 'apple vinegar', 'clams', 'eggs', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'potato starch', 'shrimp', 'soy sauce', 'squid', 'toasted sesame seeds', 'vegetable oil', 'white vinegar', '']","['anju', 'appetizer', 'pancake', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=bnYr77vOyM0,"['all-purpose wheat flour', 'anchovy kelp stock', 'apple vinegar', 'clams', 'eggs', 'green onion', 'potato starch', 'shrimp', 'squid', 'toasted sesame seeds', 'white vinegar', '']"
938,Quick-fermenting radish water kimchi,동치미,"['apple', 'daikon radish', 'flour', 'garlic', 'ginger', 'green chili pepper', 'hot pepper flakes', 'Korean radish', 'kosher salt', 'onion', 'water', '']","['appetizer', 'cold', 'easy', 'fermented', 'kimchi', 'spicy']",https://youtube.com/watch?v=n45BLSybVmY,"['apple', 'daikon radish', 'garlic', 'ginger', 'green chili pepper', 'Korean radish', 'onion', '']"
939,Kimchi pancake,김치전,"['flour', 'kimchi', 'scallions', 'sugar', 'vegetable oil', 'water', '']","['appetizer', 'easy', 'pancake', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=05SSlcjIsWM,"['kimchi', 'scallions', '']"
940,Fruit salad,과일샐러드,"['apple', 'dried cranberries', 'eggs', 'english cucumber', 'Fuyu persimmon', 'green grapes', 'Korean pear', 'mayonnaise', 'mustard', 'peanuts', 'raisins', '']","['appetizer', 'cold', 'easy', 'side dish', 'snack']",https://youtube.com/watch?v=vZDp-zFYXTY,"['apple', 'dried cranberries', 'eggs', 'english cucumber', 'Fuyu persimmon', 'green grapes', 'Korean pear', 'mayonnaise', 'mustard', 'peanuts', 'raisins', '']"
941,Vegetable stock,채소국물,"['cabbage', 'daikon radish', 'dried kelp', 'green onion', 'Korean radish', 'large green onion', 'onion', 'shiitake mushrooms', '']","['appetizer', 'easy', 'non spicy', 'pancake', 'side dish', 'soup', 'staple ingredient', 'vegetarian']",https://youtube.com/watch?v=fE22NzDp2mY,"['cabbage', 'daikon radish', 'dried kelp', 'green onion', 'Korean radish', 'large green onion', 'onion', 'shiitake mushrooms', '']"
942,Potato dumpling soup,감자옹심이국,"['carrot', 'daikon radish', 'dried anchovies', 'dried kelp', 'garlic', 'green onion', 'Korean radish', 'kosher salt', 'onion', 'potatoes', 'toasted sesame oil', 'water', 'zucchini', '']","['appetizer', 'easy', 'non spicy', 'soup']",https://youtube.com/watch?v=F3hGQWpBN5I,"['carrot', 'daikon radish', 'dried anchovies', 'dried kelp', 'garlic', 'green onion', 'Korean radish', 'onion', 'potatoes', 'toasted sesame oil', 'zucchini', '']"
943,Crispy seaweed noodle rolls,김말이,"['apple vinegar', 'Asian chives', 'baking soda', 'carrot', 'eggs', 'flour', 'gim', 'green onion', 'ground black pepper', 'honey', 'hot pepper flakes', 'kosher salt', 'potato starch', 'soy sauce', 'sugar', 'sweet potato starch noodles', 'toasted sesame seeds', 'vegetable oil', 'water', 'white vinegar', '']","['appetizer', 'non spicy', 'noodle', 'snack', 'street food', 'vegetarian']",https://youtube.com/watch?v=KUc5yDX7EYU,"['apple vinegar', 'Asian chives', 'baking soda', 'carrot', 'eggs', 'gim', 'green onion', 'potato starch', 'sweet potato starch noodles', 'toasted sesame seeds', 'white vinegar', '']"
944,Beef and mushrooms stir-fried over rice,쇠고기버섯덮밥,"['beef broth', 'carrot', 'chicken broth', 'enoki mushroom', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'kosher salt', 'onion', 'oyster sauce', 'potato starch', 'ribeye', 'rice', 'shiitake mushrooms', 'toasted sesame oil', '']","['appetizer', 'beef', 'chicken', 'main dish', 'non spicy', 'one bowl meal', 'spicy']",https://youtube.com/watch?v=TKVmLLwcEr8,"['beef broth', 'carrot', 'chicken broth', 'enoki mushroom', 'garlic', 'green chili pepper', 'green onion', 'onion', 'oyster sauce', 'potato starch', 'ribeye', 'rice', 'shiitake mushrooms', 'toasted sesame oil', '']"
945,Seafood pancakes,해물전,"['carrot', 'clam meat', 'eggs', 'fish sauce', 'flour', 'green chili pepper', 'green onion', 'ground black pepper', 'kosher salt', 'potato starch', 'shrimp', 'squid', 'toasted sesame oil', 'vegetable oil', 'water', '']","['anju', 'appetizer', 'easy', 'lunchbox', 'non spicy', 'pancake', 'side dish', 'snack']",https://youtube.com/watch?v=Z8JLfr2s3DQ,"['carrot', 'clam meat', 'eggs', 'fish sauce', 'green chili pepper', 'green onion', 'potato starch', 'shrimp', 'squid', 'toasted sesame oil', '']"
946,Spicy chicken & vegetable soup,닭개장,"['dried red chili pepper', 'fernbrake', 'fish sauce', 'garlic', 'ginger', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'large green onion', 'mung bean sprouts', 'onion', 'toasted sesame oil', 'vegetable oil', 'whole chicken', '']","['appetizer', 'chicken', 'one bowl meal', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=ssAikm3ZkbE,"['dried red chili pepper', 'fernbrake', 'fish sauce', 'garlic', 'ginger', 'large green onion', 'mung bean sprouts', 'onion', 'toasted sesame oil', 'whole chicken', '']"
947,Beef jerky,육포,"['brown sugar', 'crushed chili peppers', 'garlic', 'ground black pepper', 'liquid smoke', 'sesame seeds', 'soy sauce', 'white sugar', '']","['appetizer', 'beef', 'easy', 'spicy']",https://youtube.com/watch?v=o9Z7r0achfY,"['brown sugar', 'crushed chili peppers', 'garlic', 'liquid smoke', 'sesame seeds', 'white sugar', '']"
948,Corn cheese,콘치즈,"['canned corn', 'garaetteok', 'green bell pepper', 'kosher salt', 'mayonnaise', 'mozzarella cheese', 'onion', 'red bell pepper', 'sugar', 'unsalted butter', '']","['anju', 'appetizer', 'easy', 'non spicy', 'side dish', 'snack']",https://youtube.com/watch?v=vmM32SFYGyc,"['canned corn', 'garaetteok', 'green bell pepper', 'mayonnaise', 'mozzarella cheese', 'onion', 'red bell pepper', 'unsalted butter', '']"
949,Dried shredded pollock seasoned with gochujang,북어포 고추장무침,"['corn syrup', 'dried shredded pollock', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=n9zqAYIzvmg,"['corn syrup', 'dried shredded pollock', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
950,Spicy stir-fried octopus,낙지볶음,"['garlic', 'ginger', 'green onion', 'ground black pepper', 'hot pepper flakes', 'large green onion', 'long arm octopus', 'nakji', 'onion', 'potato starch', 'rice syrup', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=nyxRXn6Nbc0,"['garlic', 'ginger', 'green onion', 'large green onion', 'long arm octopus', 'nakji', 'onion', 'potato starch', 'rice syrup', 'toasted sesame oil', '']"
951,Platter of nine delicacies,구절판,"['beef brisket', 'carrot', 'eggs', 'english cucumber', 'flour', 'garlic', 'ground black pepper', 'honey', 'kosher salt', 'mustard powder', 'pine nuts', 'rock ear mushrooms', 'shrimp', 'soy sauce', 'toasted sesame oil', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'beef', 'main dish', 'non spicy', 'seafood']",https://youtube.com/watch?v=IJDS_iusyNQ,"['beef brisket', 'carrot', 'eggs', 'english cucumber', 'garlic', 'mustard powder', 'pine nuts', 'rock ear mushrooms', 'shrimp', 'toasted sesame oil', '']"
952,Vegetable and fruit water kimchi,나박김치,"['apple', 'english cucumber', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean pear', 'Korean radish', 'kosher salt', 'napa cabbage', 'onion', 'red radish', 'water', '']","['appetizer', 'cold', 'easy', 'fermented', 'kimchi', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=LBJMJZdZEOQ,"['apple', 'english cucumber', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'Korean pear', 'Korean radish', 'napa cabbage', 'onion', 'red radish', '']"
953,Bean porridge,콩죽,"['glutinous rice flour', 'honey', 'jujubes', 'kosher salt', 'pine nuts', 'potato starch', 'split peas', 'vegetable oil', 'water', '']","['appetizer', 'main dish', 'non spicy', 'one bowl meal', 'porridge', 'vegetarian']",https://youtube.com/watch?v=BYMe-AUlM_c,"['glutinous rice flour', 'jujubes', 'pine nuts', 'potato starch', 'split peas', '']"
954,Braised lotus roots,연근조림,"['apple vinegar', 'cider vinegar', 'garlic', 'lotus roots', 'rice syrup', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'vinegar', '']","['appetizer', 'lunchbox', 'non spicy', 'preserved side dish', 'side dish', 'vegetarian']",https://youtube.com/watch?v=ebQlQ1_vSYc,"['apple vinegar', 'cider vinegar', 'garlic', 'lotus roots', 'rice syrup', 'toasted sesame oil', 'toasted sesame seeds', '']"
955,Simple potato pancake,감자전,[''],[''],https://youtube.com/watch?v=9F5iwVQbZAY,['']
956,Hotteok filled with vegetables and noodles,야채호떡,"['Asian chives', 'carrot', 'cooking oil', 'corn oil', 'dry yeast', 'flour', 'kosher salt', 'onion', 'soy sauce', 'sugar', 'sweet potato starch noodles', 'toasted sesame oil', 'vegetable oil', 'water', '']","['appetizer', 'non spicy', 'pancake', 'snack', 'street food', 'vegetarian']",https://youtube.com/watch?v=2v5K2-pOOt8,"['Asian chives', 'carrot', 'cooking oil', 'corn oil', 'dry yeast', 'onion', 'sweet potato starch noodles', 'toasted sesame oil', '']"
957,Shrimp and Asian chive dumplings,새우 부추 만두,"['Asian chives', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'mandu skins', 'potato starch', 'shrimp', 'soft tofu', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vinegar', '']","['appetizer', 'easy', 'main dish', 'mandu', 'non spicy', 'seafood', 'snack']",https://youtube.com/watch?v=2KyR3rtrh9Y,"['Asian chives', 'mandu skins', 'potato starch', 'shrimp', 'soft tofu', 'toasted sesame oil', 'toasted sesame seeds', '']"
958,Mung bean pancakes,빈대떡,"['eggs', 'fernbrake', 'garlic', 'ground black pepper', 'ground pork', 'kimchi', 'kosher salt', 'mung bean sprouts', 'mung beans', 'onion', 'shredded red pepper', 'soy sauce', 'sweet rice', 'toasted sesame oil', 'vegetable oil', 'vinegar', '']","['anju', 'appetizer', 'main dish', 'pancake', 'pork', 'side dish', 'snack']",https://youtube.com/watch?v=QJJawgzmgOk,"['eggs', 'fernbrake', 'garlic', 'ground pork', 'kimchi', 'mung bean sprouts', 'mung beans', 'onion', 'shredded red pepper', 'sweet rice', 'toasted sesame oil', '']"
